rank,trial_id,aggregated_score,mean_oos_pf,std_oos_pf,worst_oos_pf,mean_is_pf,is_oos_decay,n_splits,p_adx_filter_enabled,p_adx_period,p_adx_threshold,p_adx_use_di_confluence,p_kijun_period,p_risk_per_trade,p_score_threshold,p_senkou_b_period,p_session_filter_enabled,p_shift,p_tenkan_period,p_tp_rr_ratio
138,107,0.973250709026692,1.853071864331936,1.1380775791254962,0.41777904718363434,1.5529714596327218,-0.3001004046992142,6,1,14,27.041017895415767,0,39,0.013330808317827602,54,50,0,24,10,2.6
139,117,0.972490695813465,1.8523798386683143,1.1375174876038656,0.4177244006851642,1.5271225612708186,-0.32525727739749577,6,1,14,26.94908306356212,0,39,0.013387013005577778,55,50,0,24,10,2.6
140,136,0.968223888831985,1.715833080200584,1.1894108997973607,0.45338230638989596,1.4855933956435752,-0.23023968455700872,6,1,14,25.958186878374978,0,39,0.012709472768800132,55,50,0,24,11,2.6
141,145,0.9670162873171196,1.7138957863499868,1.1870530463615034,0.45327098047431547,1.5035013242564252,-0.2103944620935616,6,1,14,25.70345106589411,0,39,0.012878719388171214,55,50,0,24,11,2.6
142,143,0.9661226160343943,1.713074996943101,1.1863467824683656,0.4532316498226953,1.5025037952294191,-0.21057120171368182,6,1,14,25.764995597071486,0,39,0.012937548620943111,55,50,0,24,11,2.6
143,140,0.9653462560696754,1.713013341278307,1.1867098865193262,0.4532425610455905,1.4823299485457635,-0.23068339273254357,6,1,14,25.94519205260542,0,39,0.012921276214241788,55,50,0,24,11,2.6
144,134,0.9629946488176337,1.6818659073026605,1.114460658821016,0.4531529807225861,1.4726400438683787,-0.20922586343428184,6,1,14,26.24049144045388,0,39,0.013053817045026605,55,50,0,24,11,2.6
145,142,0.9595526631274918,1.7228768968731767,1.1906076635183274,0.45337226156366567,1.486560245234477,-0.23631665163869964,6,1,14,26.19617192850316,0,39,0.012724917305675033,56,50,0,24,11,2.6
146,62,0.9573943490556148,1.5146714497243783,0.9856313452883411,0.4088848274729023,1.2762973654622782,-0.23837408426210005,6,1,14,29.055783187119665,0,36,0.01423363545433891,51,57,0,29,7,2.3872569046694103
147,153,0.9557889802035483,1.727581095121047,1.195146693079591,0.4535869554214438,1.4919628905628854,-0.23561820455816163,6,1,14,26.225051661437895,0,39,0.012386409267829308,54,50,0,24,11,2.6
148,31,0.9545379626925392,1.5132662632883926,0.985905359835479,0.40920393243866626,1.257287473598375,-0.25597878969001764,6,1,14,28.965626718095855,0,36,0.0145941391731312,53,57,0,28,7,2.3891891759607553
149,37,0.9535266789031833,1.6986123101037816,1.485794023082304,0.39575404409318715,1.4020078408967447,-0.29660446920703687,6,1,14,28.766134427841937,0,36,0.014368015809037724,50,51,0,27,9,2.197834501743812
150,26,0.951286576024747,1.4960818755952368,0.9878139199898639,0.35633187400107547,1.274708086094484,-0.22137378950075282,6,1,14,29.32989734239137,0,37,0.01448889559270988,53,57,0,28,7,2.3704107079170744
151,59,0.9499057973021727,1.4749441903917668,0.6949760206075158,0.36600657893330507,1.2276848992512892,-0.24725929114047762,6,1,14,29.13898380472647,0,36,0.014167664501725158,50,53,0,29,9,2.2816376903493687
152,22,0.9463260051309633,1.7328064415464512,1.0389506553970107,0.348604970147562,1.462527256046954,-0.27027918549949725,6,1,14,29.496095963953547,0,37,0.014540629921164666,55,57,0,30,7,2.2773358366820515
153,48,0.941349442206308,1.4559206553047532,0.7747594888025368,0.39281447582888984,1.2575416894275777,-0.19837896587717552,6,1,14,29.369649066407625,0,36,0.01450082195132999,51,53,0,29,10,2.3697792605270074
154,20,0.934241482087059,1.6513848401379267,0.8956330247589347,0.45624987479837426,1.3649715299635774,-0.28641331017434934,6,1,14,30.02226382961377,0,36,0.014715170402125442,50,57,0,27,13,2.3723419101830117
155,39,0.9342371661612116,1.4791398807574092,0.6859043289330785,0.4123734323930924,1.253186957120748,-0.2259529236366613,6,1,14,28.963622803947487,0,36,0.014565645803352524,50,53,0,28,9,2.2900577320335507
156,131,0.931175345091372,2.3472735080789358,1.549004514251482,0.41659543817723355,1.8055582949920979,-0.5417152130868379,6,1,14,26.38935390242535,0,39,0.013224044744926436,55,51,0,24,10,2.6
157,129,0.9309697725545583,2.3564882417980373,1.5639661820774626,0.416569992292794,1.8054280570410546,-0.5510601847569827,6,1,14,26.463390427493703,0,39,0.01325050078953006,55,51,0,24,10,2.6
158,121,0.9308612999988743,2.3584641417301717,1.5672432579465176,0.41657112876306307,1.805286919728964,-0.5531772220012077,6,1,14,26.40261780893271,0,39,0.013249319763194174,54,51,0,24,10,2.6
159,130,0.9307670445161751,2.3562562537390215,1.5638826993158312,0.4165542453596068,1.8052528101324938,-0.5510034436065276,6,1,14,26.464862776643184,0,39,0.013266859729582995,55,51,0,24,10,2.6
160,123,0.9298529284950638,2.3552097733023993,1.5635063697914857,0.41648273758523546,1.804426986816658,-0.5507827864857413,6,1,14,26.42082712596245,0,39,0.01334102214110122,55,51,0,24,10,2.6
161,118,0.9283799030893078,2.3535219598859602,1.5629002702045816,0.4163657575879281,1.8031864052849056,-0.5503355546010547,6,1,14,26.437697832327498,0,39,0.013461915286233604,54,51,0,24,10,2.6
162,100,0.9198095924555187,2.4813285775887723,2.4288266756544488,0.443994927734448,1.635539502139373,-0.8457890754493993,6,1,14,27.75334022272845,0,39,0.013879948950808223,55,49,0,25,10,2.6
163,25,0.9077895897900063,1.5964751379468227,1.04959305931649,0.35792975823335277,1.322345550055806,-0.2741295878910168,6,1,14,29.275063679456455,0,37,0.014361959585260984,53,55,0,30,7,2.3798952565950504
164,60,0.9073164143539825,16.62706057481559,34.39421869693281,0.45315411745798523,1.5324844695425857,-15.094576105273005,6,1,14,29.03645146487648,0,36,0.01417794043447488,46,52,0,28,10,2.24815046168788
165,97,0.9044671852638849,1.8107961170206954,1.0753916266117836,0.47294063277708787,1.4438641497705234,-0.3669319672501721,6,1,14,28.383055056081723,0,39,0.01399218285033761,54,50,0,25,10,2.6
166,90,0.9044450032805558,1.8107831148959832,1.0753886523813037,0.4729379450246008,1.4127350042864097,-0.39804811060957346,6,1,14,28.620198117720783,0,39,0.01399398016883286,55,50,0,25,10,2.6
167,0,0.9043118123240784,1.4629898366173408,1.1387559712681732,0,1.2298482216099542,-0.23314161500738662,6,1,14,36.86154203389952,0,39,0.023067625165750692,52,69,0,20,13,2.531181072135942
168,91,0.903888465844903,1.802633506454595,1.0619975113926716,0.4728703285819509,1.4439364413714166,-0.35869706508317845,6,1,14,28.727800251484386,0,39,0.014039196940220404,54,50,0,25,10,2.6
169,7,0.8980817006118504,19.262521047548976,39.26348434170123,0.22433996890260768,2.3854051576744113,-16.877115889874563,6,1,14,29.32008010492809,0,37,0.014713921428744952,52,69,0,30,7,2.3633197997897044
170,1,0.8906418867391347,1.7892113072919236,1.1263081070919978,0.24678194344594817,1.3955165148421198,-0.39369479244980377,6,1,14,29.192269481015902,0,39,0.01495163958284471,55,69,0,30,7,2.6
171,50,0.856373790992996,16.87712186589885,34.76109358027326,0.4101836469473245,1.8008783642499122,-15.076243501648937,6,1,14,28.35250578299411,0,36,0.014311036699157922,49,52,0,28,9,2.276522060557583
172,40,0.8536692779161836,16.846471938365898,34.713634278950764,0.3647851266334645,1.763579714643529,-15.08289222372237,6,1,14,29.081118348214353,0,36,0.014276955701551549,50,52,0,28,9,2.275669726566639
173,137,0.850886975143877,2.3881011471792384,1.5882554683421368,0.41686250729958996,1.8277451919591006,-0.5603559552201378,6,1,14,26.14242539973436,0,39,0.012967382412461788,55,51,0,24,10,2.6
174,47,0.8413639641163855,1.6148911014744745,1.0489888489872343,0.39324107666297947,1.317539283357537,-0.29735181811693745,6,1,14,29.32109017322031,0,36,0.014325645466622412,51,53,0,28,11,2.371657192258008
175,21,0.8210153795422181,1.4845265852403182,0.9073509859137256,0.33769074924955045,1.3756251674808881,-0.10890141775943007,6,1,14,29.47480759067047,0,37,0.014450459895612094,51,57,0,30,7,2.206960779490751
176,43,0.7787639913549803,1.6854071709744345,1.557025200595616,0.3616268881238019,1.3845709675004507,-0.30083620347398377,6,1,14,29.429462809668458,0,36,0.014721783361468276,50,52,0,25,9,2.2598655910010006
177,54,0.7263613308096376,1.3760791774034111,0.7799285648053953,0.36628178428452585,1.1236249400817202,-0.2524542373216909,6,1,14,29.28423898942304,0,36,0.01426808560431294,50,53,0,28,9,2.2841905337056243
178,108,0.7142483462785656,1.7840809418263115,1.17215426216992,0.4143225855863536,1.4565472614923598,-0.3275336803339517,6,1,14,26.684177314338225,0,39,0.013503628392288412,55,50,0,24,10,2.6
179,42,0.706122395528606,2.057034617581848,1.5596936149265213,0.3329096552505108,1.6643023081434787,-0.39273230943836945,6,1,14,28.983129536203897,0,37,0.014453187582499106,49,51,0,27,8,2.220536642807599
180,110,0.7020030707547908,1.7790329522022308,1.1706154942367355,0.41758647763730555,1.4656548898094066,-0.3133780623928242,6,1,14,26.856711609115504,0,39,0.013528367557818367,54,50,0,24,10,2.6
181,111,0.7018990939711044,1.7783909341467605,1.1711720496904647,0.4142983229232803,1.4552944093500042,-0.3230965247967563,6,1,14,26.74573637949772,0,39,0.013536282235365394,54,50,0,24,10,2.6
182,87,0.6918926848487881,1.5210678159475524,1.0251671015963826,0.5262169398918878,1.398966784247995,-0.12210103169955744,6,1,14,28.938052986607456,0,39,0.01409465206352444,54,50,0,25,11,2.6
183,86,0.6916945378092528,1.521223539632312,1.0252639592029449,0.5261261855281988,1.3992401575222277,-0.1219833821100842,6,1,14,28.812898240712205,0,39,0.014070672535486993,54,50,0,24,11,2.6
184,81,0.6873880309860116,1.5088383435840542,1.016644106828488,0.5214768077185752,1.3874690999044053,-0.12136924367964896,6,1,14,28.744240218978295,0,39,0.014085708434545085,54,50,0,24,11,2.577504045487851
185,52,0.6610620673431609,36.17263419319467,77.28698004759991,0.36209813939724556,2.349725426652727,-33.82290876654194,6,1,14,29.322976063441335,0,36,0.014314255578976918,52,53,0,28,8,1.5
186,92,0.5899900941124704,1.7330852290410794,1.1042206820500133,0.52588015292592,1.6036081582939712,-0.12947707074710824,6,1,14,28.675609586619093,0,39,0.014212842865718733,54,51,0,25,11,2.6
187,103,0.5597430392798105,1.7331618811847276,1.1357550430870569,0.5266877801530238,1.6293400749441787,-0.10382180624054893,6,1,14,27.752004130537617,0,39,0.013713124182822186,54,51,0,25,11,2.6
188,149,0.5579004732368058,2.178312637797606,1.5323512573402738,0.4570990259406545,1.7270155988629903,-0.4512970389346156,6,1,14,25.877802940408635,0,39,0.012573200918384098,55,51,0,24,12,2.6
189,27,0.5458604505868299,2.4341001117754217,2.1602855536508616,0.37128841545124963,1.840075371349861,-0.5940247404255607,6,1,14,28.85733369273607,0,37,0.014407603497507963,52,57,0,28,7,2.466728010519441
190,98,0.5442709369845788,1.7250644893036304,1.1333557191654446,0.526389754871,1.6409016091593782,-0.08416288014425222,6,1,14,28.481664188546112,0,39,0.013891877161057303,54,51,0,24,11,2.6
191,95,0.5423647077283489,1.7236906213284706,1.1328757185196183,0.5261243279816018,1.6251772920879128,-0.09851332924055778,6,1,14,28.320743150380796,0,39,0.0140590403936103,55,51,0,25,11,2.6
192,49,0.46827896355206067,2.047697209780966,1.582613277542207,0.4487163835268347,1.5886874585563435,-0.4590097512246223,6,1,14,28.906920797928915,0,36,0.014283656521915936,49,52,0,27,10,2.227233880158996
193,30,0.42795797156610815,2.856703998964658,3.127094229920317,0.3723174621276584,1.9016576861348788,-0.9550463128297793,6,1,14,28.941729594585148,0,37,0.014556672615250564,52,55,0,28,7,2.4726529198923006
194,4,0.4236459206947145,2.354106489512193,2.1312283717694704,0.4623229693370967,1.816144816913318,-0.5379616725988747,6,1,14,29.497776231237328,0,39,0.014912085929079444,51,55,0,26,13,2.5271224143023403
195,114,0.2563829282356833,2.149057547754999,1.6284688251492156,0.4132191516212654,1.468407812697914,-0.680649735057085,6,1,14,26.36022647808845,0,39,0.013309726123268875,55,50,0,24,10,2.6
196,115,0.2559934982177523,2.145510940991238,1.6267487422521776,0.41303762734493726,1.465373096455955,-0.680137844535283,6,1,14,26.253125307877767,0,39,0.013586184366837138,54,50,0,24,10,2.6
197,128,0.25577487809417065,2.162578786858999,1.6466936218759367,0.4134552189422863,1.461074999671948,-0.7015037871870511,6,1,14,26.45544069159623,0,39,0.012978144002309813,55,50,0,25,10,2.6
198,177,0.21515869171079727,2.3582442688137113,1.7210946397073432,0.45935238407409945,1.8142761537343548,-0.5439681150793565,6,1,14,25,0,39,0.01,55,51,0,24,12,2.6
199,126,0.15892469435571543,2.17721342173203,1.6681852902100442,0.41314097018229035,1.4944247789833007,-0.6827886427487291,6,1,14,25.72350945556632,0,39,0.013446187015631383,55,50,0,24,10,2.6
200,8,-0.1389950812015872,2.6634709899385864,2.538756409643733,0.3339950298872523,2.115650233039291,-0.5478207568992954,6,1,14,36.809887346390994,0,37,0.024,60,57,0,23,8,2.466838621043955
